,prism_consumer_id,score,reason_1,reason_2,reason_3,cash_score
6536,6536,0.31650362918036745,High transaction volume,Frequent internal transfers between accounts,Short observable income history,688
6537,6537,0.4742358143772816,High transaction volume,Frequent cash withdrawals,High income volatility,655
6538,6538,0.47805430237982005,High transaction volume,Recent overdraft activity,Frequent cash withdrawals,654
6539,6539,0.220044516711375,High transaction volume,Highly variable monthly net cash flow,Limited length of transaction history,713
6540,6540,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6541,6541,0.16068825141271684,High transaction volume,High income volatility,Frequent cash withdrawals,733
6542,6542,0.3466280139728233,High transaction volume,High income volatility,Frequent internal transfers between accounts,682
6543,6543,0.8206828481937473,High transaction volume,Low minimum monthly balance,Limited length of transaction history,574
6544,6544,0.6467807847715185,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,620
6545,6545,0.7834665297264973,High transaction volume,Low minimum monthly balance,Limited length of transaction history,586
6546,6546,0.48482430879330807,High transaction volume,Frequent internal transfers between accounts,Limited length of transaction history,653
6547,6547,0.8193520906714467,High transaction volume,Low minimum monthly balance,Limited length of transaction history,574
6548,6548,0.530267792498914,High transaction volume,Frequent internal transfers between accounts,Multiple active debt-related expense categories,644
6549,6549,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6550,6550,0.7293326239643411,High transaction volume,High proportion of income spent on essentials,Frequent cash withdrawals,600
6551,6551,0.5618662141389129,High transaction volume,High proportion of income spent on essentials,Limited length of transaction history,638
6552,6552,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6553,6553,0.7152089406488098,High transaction volume,Low minimum monthly balance,Short observable income history,604
6554,6554,0.675357653678294,High transaction volume,Limited length of transaction history,Limited savings account activity,613
6555,6555,0.35523216198383223,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent automotive-related expenses,680
6556,6556,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6557,6557,0.7496367347386989,High transaction volume,Low minimum monthly balance,Large fluctuations in monthly balances,595
6558,6558,0.5898349742432157,High transaction volume,Low minimum monthly balance,Low average monthly balance,632
6559,6559,0.40475589430278425,High transaction volume,Frequent internal transfers between accounts,Limited length of transaction history,669
6560,6560,0.4075027422355825,High transaction volume,Frequent internal transfers between accounts,Limited length of transaction history,669
6561,6561,0.4106562082040823,High transaction volume,High income volatility,Frequent transfers to external accounts,668
6562,6562,0.540832596202939,High transaction volume,Low minimum monthly balance,Recent overdraft activity,642
6563,6563,0.5275618047276068,High transaction volume,Frequent internal transfers between accounts,Frequent automotive-related expenses,644
6564,6564,0.7544008309220789,High transaction volume,Low minimum monthly balance,Limited length of transaction history,594
6565,6565,0.5271014394359342,High transaction volume,Limited length of transaction history,Low minimum monthly balance,645
6566,6566,0.6448520906003167,Low minimum monthly balance,High transaction volume,Frequent automotive-related expenses,620
6567,6567,0.3499055890553995,High transaction volume,Limited length of transaction history,Limited savings account activity,681
6568,6568,0.3048910793991398,High transaction volume,Frequent internal transfers between accounts,Limited length of transaction history,691
6569,6569,0.6288071468173237,High transaction volume,High proportion of income spent on essentials,Limited length of transaction history,624
6570,6570,0.5723507301854004,High transaction volume,Frequent cash withdrawals,Limited length of transaction history,635
6571,6571,0.5123281476139225,High transaction volume,Limited savings account activity,Frequent automotive-related expenses,648
6572,6572,0.3570892819511804,High transaction volume,High income volatility,Frequent internal transfers between accounts,679
6573,6573,0.8479742121656658,High transaction volume,Low minimum monthly balance,Frequent overdrafts,564
6574,6574,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6575,6575,0.29214209079289477,High transaction volume,Frequent overdrafts,Low minimum monthly balance,694
6576,6576,0.6952014249926929,High transaction volume,Low minimum monthly balance,Limited length of transaction history,609
6577,6577,0.6356466087100107,High transaction volume,Limited length of transaction history,Frequent internal transfers between accounts,622
6578,6578,0.2960670839230183,High transaction volume,Limited length of transaction history,Limited savings account activity,693
6579,6579,0.4948413146223713,High transaction volume,High credit card payment activity,High income volatility,651
6580,6580,0.4658095698641117,High transaction volume,Limited length of transaction history,Limited savings account activity,657
6581,6581,0.35394981113918933,High transaction volume,Recent overdraft activity,Limited length of transaction history,680
6582,6582,0.7896129727204304,High transaction volume,Low minimum monthly balance,Limited length of transaction history,584
6583,6583,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6584,6584,0.6716262289606084,High transaction volume,High proportion of income spent on essentials,Limited savings account activity,614
6585,6585,0.7196138101642433,Low minimum monthly balance,High transaction volume,Frequent overdrafts,603
6586,6586,0.7194341464913208,High transaction volume,Limited length of transaction history,Recent overdraft activity,603
6587,6587,0.4834720101744021,High transaction volume,Gambling-related spending,Frequent internal transfers between accounts,653
6588,6588,0.6492791528835623,High transaction volume,Frequent cash withdrawals,Limited length of transaction history,619
6589,6589,0.44711215176559704,High transaction volume,Low minimum monthly balance,Frequent overdrafts,661
6590,6590,0.6708611172509507,High transaction volume,Low minimum monthly balance,Limited length of transaction history,614
6591,6591,0.665508833267665,High transaction volume,Frequent cash withdrawals,High income volatility,616
6592,6592,0.5792509698308657,High transaction volume,Highly variable monthly net cash flow,Frequent internal transfers between accounts,634
